Date,ID,Url,Username,Source_Location,Location,Tweets,Number_of_Likes,Number_of_Followers,Number_of_Retweets
2022-10-02 01:31:37+00:00,1.57638E+18,https://twitter.com/AoAsekun/status/1576384376505442304,AoAsekun,Twitter for iPhone,"Ottawa, Ontario",The ICAO election took place on the day of the 62nd anniversary of Nigeria’s independence. So we had all the more reason to celebrate. Quite a day! https://t.co/YrIujJKrfr,12,846,5
2022-10-02 01:31:35+00:00,1.57638E+18,https://twitter.com/iyiola_gabriel/status/1576384367576092672,iyiola_gabriel,Twitter for Android,somewhere in your world!!,"@ChelseaFC So, admin @ChelseaFC you want to tell us you didn't know yesterday was Nigeria's independence day???
With the fact that this club has so many supporters in Nigeria, we deserve an apology and that's it!!😑😑😑",16,1685,0
2022-10-02 01:31:30+00:00,1.57638E+18,https://twitter.com/ItsJustRycraw/status/1576384347778654209,ItsJustRycraw,Twitter for iPhone,both Magnolia states,"abeg🤣😂…Me and my 26% wishes Nigeria a Happy Independence Day 🇳🇬 outta 11 countries, Nigeria was the only one over 20 https://t.co/Tr4mhLvvSp",1,309,0
2022-10-02 01:31:17+00:00,1.57638E+18,https://twitter.com/JokerBeninCity/status/1576384291306545153,JokerBeninCity,Twitter for iPhone,"Benin-City, Edo State","Happy New month Nigeria.
Happy independence My people.
Nigeria will soar.

~Joker Benin City",2,1699,0
2022-10-02 01:31:02+00:00,1.57638E+18,https://twitter.com/thopan7911/status/1576384227045957632,thopan7911,Twitter for Android,,"@BrainsDa0 Happy Independence Nigeria 62

@Sigitpr34895894 @Salespanci3 @haikal_lili 

0x97f465C8E13E39b089438d6B2B7ff96A42cC1403",1,28,0
2022-10-02 01:30:35+00:00,1.57638E+18,https://twitter.com/scisupa/status/1576384113359355904,scisupa,Twitter for iPhone,"Dallas, TX",Happy Independence Day Nigeria 🇳🇬,0,490,0
2022-10-02 01:30:21+00:00,1.57638E+18,https://twitter.com/Mahoule_29/status/1576384054387421185,Mahoule_29,Twitter for iPhone,"Lagos, Nigeria","Happy Birthday Nigeria 🇳🇬 
Happy Independence Day Nigeria 🇳🇬 
Happy New Month guys!!!!!!
🥂 to good health, peace,success and good things. 🙏🏾 https://t.co/KhiOPbq6Fg",1,277,0
2022-10-02 01:29:19+00:00,1.57638E+18,https://twitter.com/Tori_Nigeria/status/1576383795430760449,Tori_Nigeria,Tori.ng,"Lagos, Nigeria","See How Rita Dominic, Toke Makinwa, Cee-C, Mercy Eke Other Celebrities Celebrated Independence Day (Photo https://t.co/IcbkIh8cWZ",0,3323,0
2022-10-02 01:28:51+00:00,1.57638E+18,https://twitter.com/2023Prophecy/status/1576383679135645696,2023Prophecy,Twitter Web App,"San Francisco, CA","Love being Nigerian because we are a highly intelligent Race with a can-do and never-say-never attitude 💚 🇳🇬. 

Happy Independence Day Nigeria, from all of us @tournigeria #Nigeriaat62 #independenceday

https://t.co/r7jyuexrZE via @FacebookWatch @allafrica",0,1122,0
2022-10-02 01:28:49+00:00,1.57638E+18,https://twitter.com/fribone/status/1576383669169573888,fribone,Twitter for Android,"Columbia, MO","Happy Independence day Nigeria, it's well worthy of celebration

Although the current state of your affairs makes me sad a lot, the promise of the future with the strength of our young people gives me hope

Hopefully we'll get it right in 2023 &amp; get on a path towards growth",4,2901,1
2022-10-02 01:28:17+00:00,1.57638E+18,https://twitter.com/bentiubeauty/status/1576383536109875200,bentiubeauty,Twitter for iPhone,htx 📍,happy Independence day nigeria 🇳🇬,1,3325,0
2022-10-02 01:27:27+00:00,1.57638E+18,https://twitter.com/baekhyun_taeil/status/1576383328097533952,baekhyun_taeil,Twitter for Android,Illinois,Since it's Nigerian Independence Day and I have Nigerian friends I made a simple Nigerian style jollof. I used obe ata as the base with fresh tomato. I added Tabasco smoked red jalapeno as substitute for Scotch bonnet. yummy! Happy Independence Day Nigeria! https://t.co/QW9KLxuEVV,1,12,0
2022-10-02 01:27:20+00:00,1.57638E+18,https://twitter.com/RCCGFaithcity/status/1576383295784636416,RCCGFaithcity,Twitter for Android,,"“The LORD will guarantee a blessing on everything you do and will fill your storehouses with grain. The LORD your God will bless you in the land he is giving you. Deutoronomy 28:8 NLT
#HappyIndependenceDay 
#NigeriaIndependence 
#RccgFaithcity https://t.co/wjGNbUDZ6O",1,178,1
2022-10-02 01:27:05+00:00,1.57638E+18,https://twitter.com/shinedoogi1/status/1576383233041657856,shinedoogi1,Twitter for Android,"Lagos, Nigeria",Nigeria @ its independence day if you want to get the age minus your age from 62 then you get the age which you had spent in 🇳🇬 #,0,3,0
2022-10-02 01:26:43+00:00,1.57638E+18,https://twitter.com/Kemmzy12/status/1576383141400350720,Kemmzy12,Twitter for iPhone,london. UK,Happy independence Nigeria 🇳🇬 https://t.co/RmVOE1A1ya,0,95,0
2022-10-02 01:26:36+00:00,1.57638E+18,https://twitter.com/gideonpauls/status/1576383114452271104,gideonpauls,Twitter for Android,,Let's stsrt the countdown to our liberation... Happy 62nd Independence Anniversary Nigeria https://t.co/taPbClMCfR,1,102,0
2022-10-02 01:26:25+00:00,1.57638E+18,https://twitter.com/icewayne01/status/1576383066951413761,icewayne01,Twitter Web App,Lagos,"Happy 62 Nigeria,,, 
#NigeriaIndependence",1,4,0
2022-10-02 01:25:57+00:00,1.57638E+18,https://twitter.com/uogbuji/status/1576382948172959744,uogbuji,Twitter Web App,"Superior, Colorado, USA","October 1, so what the heck? Sorting through my crates for some Naija flavor &amp; plan to live-stream it around top of the hour, then maybe #HipHop.

https://t.co/nz3nopGc87
https://t.co/y87fvzPalW
https://t.co/8bFhT8orjZ
#DJ #Nigeria #Music #NigeriaIndependence",0,1338,0
2022-10-02 01:24:43+00:00,1.57638E+18,https://twitter.com/ubaku33/status/1576382640176787456,ubaku33,Twitter for Android,,"Can you believe that on Nigeria 62nd independence celebration in Lagos , Nigerians  shuned the event and it’s was an  empty stadium  that greeted the few celebrants. 

How else can one explain to Nigerian government that the country has collapsed?. https://t.co/0prd2TsCLl",0,352,0
2022-10-02 01:24:06+00:00,1.57638E+18,https://twitter.com/Naesus_/status/1576382481963503616,Naesus_,Twitter for iPhone,,Happy Independence Nigeria 🇳🇬,0,475,0
2022-10-02 01:24:03+00:00,1.57638E+18,https://twitter.com/KehindeSogunle/status/1576382471490658304,KehindeSogunle,Twitter for Android,Abeokuta,@PeterObi This is the real independence day for Nigerians ....2023 Election is won and lost today! A new Nigeria is POssible!,85,2413,10
2022-10-02 01:22:57+00:00,1.57638E+18,https://twitter.com/George_Obiz/status/1576382194863337472,George_Obiz,Twitter for Android,Owerri,@aproko_doctor The noise loud so tey people wey no sabi say Nigeria na country begin wish us Happy Independence. #Obidatti2023,2,2,0
2022-10-02 01:22:55+00:00,1.57638E+18,https://twitter.com/Iwasonceblijuy/status/1576382186885783553,Iwasonceblijuy,Twitter for Android,"Oklahoma City, OK",Happy independence Day Nigeria 🇳🇬 ❤️ https://t.co/6alhrQvn6r,2,332,0
2022-10-02 01:22:25+00:00,1.57638E+18,https://twitter.com/MCYL12/status/1576382060469444608,MCYL12,Twitter for Android,"Kaduna, Nigeria","KSMC TV PRESENTS TO YOU A SPECIAL EPISODE ON NIGERIA @62, THE INDEPENDENCE ANNIVERSARY.
WATCH IT, AND WILL B GLAD YOU DID. 😜💪🤸🤗

https://t.co/mDZ55sFwnr",1,70,1
2022-10-02 01:21:38+00:00,1.57638E+18,https://twitter.com/Tintedofficiann/status/1576381863924420608,Tintedofficiann,Twitter for iPhone,Nigeria,"@Olamother4luv @shinehead23 @EleluAyoola @AreaFada1 Wishing Nigeria Independence Day is your problem?? 
No vex my brother, you don chop? Paste your acc make I do you small something make you go offline before pressure go k!ll you for your mama",0,79,0
2022-10-02 01:20:53+00:00,1.57638E+18,https://twitter.com/AudreyGordonMB/status/1576381675642433536,AudreyGordonMB,Twitter for iPhone,"Winnipeg, Manitoba",Happy 62nd Independence Anniversary Nigeria! The theme of this year’s celebration is “Celebrating Nigeria at 62 with stories of hope and resilience.” It was a fun-filled evening of celebrating. Thank you for the invitation. 🇳🇬 @smith4lag @MinJonReyes @HStefansonMB @obbykhan60 https://t.co/8KiTmeA5MU,7,2308,0
2022-10-02 01:20:47+00:00,1.57638E+18,https://twitter.com/itz_blue_bee/status/1576381648446554112,itz_blue_bee,Twitter for iPhone,"Accra, Ghana","May the labors of our heroes past never be in vain, Happy 62nd Anniversary 💚🤍💚
#NigeriaAt62 #NigeriaIndependence https://t.co/51ePJzsQP2",3,324,0
2022-10-02 01:20:15+00:00,1.57638E+18,https://twitter.com/Eboadiaye/status/1576381516237524992,Eboadiaye,Twitter for Android,Nigeria,"1ST OF OCTOBER, HAPPY 62ND INDEPENDENCE DAY NIGERIA!

We buy old/dead batteries. 

Tel: 0803 225 3841, 081 765 82346, 0806 462 1372
Email: garudpro@gmail.com https://t.co/ZijCFaxXKh",2,637,0
2022-10-02 01:20:01+00:00,1.57638E+18,https://twitter.com/AtataOrimili/status/1576381454518394881,AtataOrimili,Twitter for iPhone,"Dallas, TX",#Trending #NigeriaIndependence #NewNigeria #WorldHeartDay #SaveLegendsOfTomorrow https://t.co/nKIL5rYxj4,0,204,0
2022-10-02 01:19:35+00:00,1.57638E+18,https://twitter.com/angelwo38655626/status/1576381345781411842,angelwo38655626,Twitter for Android,,It's our Independence day.....how has Nigeria treated you as for me it is shege + sapa raised to power e don do,0,1,0
2022-10-02 01:19:16+00:00,1.57638E+18,https://twitter.com/FarmWheels/status/1576381266756190208,FarmWheels,Twitter for Android,Nigeria,"#update about the flooded road to a cluster of farming communities we work with, today the 1st of October 2022, they came together to work on the road with the empty sacks provided for them.

Sometimes a little goes a long way.
Happy Independence Day!!! Nigeria @62 https://t.co/bA4vtK9rMe",0,78,1
2022-10-02 01:18:55+00:00,1.57638E+18,https://twitter.com/i_shhh_here/status/1576381177975349249,i_shhh_here,Twitter Web App,New Jerusalem,The crappiest part was being told I can’t really celebrate Nigeria’s Independence Day even though I’m 45% 🥺,0,1099,0
2022-10-02 01:17:35+00:00,1.57638E+18,https://twitter.com/chineduhys/status/1576380845572636674,chineduhys,WordPress.com,"Lagos, Nigeria",Celebrities mark Nigeria’s 62nd independence anniversary with messages on social media https://t.co/tj01ydYpoZ,0,40,0
2022-10-02 01:17:06+00:00,1.57638E+18,https://twitter.com/Imabong/status/1576380723237355520,Imabong,Twitter for iPhone,Staten Island,Happy Independence Day To Nigeria@62 https://t.co/que3fbSNvi,0,3667,0
2022-10-02 01:17:02+00:00,1.57638E+18,https://twitter.com/NigeriaVotes_ng/status/1576380704333570050,NigeriaVotes_ng,NigeriaVotes,Nigeria,"PDP in position to win 2023 presidential election – Atiku - PM News Nigeria.
 “The PDP stands the chance to win the presidential election being one of the ... How Lagos celebrated Nigeria's 62nd Independence anniversary.
 https://t.co/cIzFxIdWSS",0,168,0
2022-10-02 01:14:01+00:00,1.57638E+18,https://twitter.com/THISDAYLIVE/status/1576379945143730177,THISDAYLIVE,Hootsuite Inc.,Nigeria,"Can Buhari Give Nigeria Credible Elections?  IN THE ARENA

As Nigeria celebrated her 62nd Independence yesterday amid diverse and divisive tendencies, there are apprehension and scepticism ab https://t.co/az0oywj3Un https://t.co/tUqdEemSGW",3,1586906,1
2022-10-02 01:13:22+00:00,1.57638E+18,https://twitter.com/AfeezAjibowu/status/1576379783914848257,AfeezAjibowu,Twitter for Android,"London, Ontario","Celebrating with the #Nigerian Canadians community in London and area on Nigeria's  independence anniversary, with Tariq Khan and Bob Wright, Ward 3 city councilor candidate.#ldnont #Naija https://t.co/axADXFczqT",5,1318,2
2022-10-02 01:13:19+00:00,1.57638E+18,https://twitter.com/prettyjocee/status/1576379771667197952,prettyjocee,Twitter for Android,,E say na instead of celebrating Nigeria's independence 🤣🤣🤣 https://t.co/aJ4rpG8iBm,0,872,0
2022-10-02 01:12:35+00:00,1.57638E+18,https://twitter.com/KorenGrace/status/1576379583729127424,KorenGrace,Twitter for iPhone,"Virginia, USA",Acknowledging the years of life Nigeria has had and also recognizing the years of growth they still have. I’m so happy to have roots in such a beautiful enriched country. Happy Independence Day 🇳🇬,1,493,0
2022-10-02 01:12:27+00:00,1.57638E+18,https://twitter.com/Olumide_stevs/status/1576379552972279808,Olumide_stevs,Twitter for Android,"Toronto, Ontario","NIGERIA @62
HAPPY INDEPENDENCE ! https://t.co/Qa18p5ijcY",0,39,0
2022-10-02 01:12:05+00:00,1.57638E+18,https://twitter.com/ToyinAdekola1/status/1576379458336223232,ToyinAdekola1,Twitter for iPhone,,"Happy Independence Day, Nigeria 🇳🇬. E go better! ♥️ 💪🏿",3,223,0
2022-10-02 01:12:03+00:00,1.57638E+18,https://twitter.com/The_Black_Dalia/status/1576379452187357184,The_Black_Dalia,Twitter for iPhone,snapchat:  the_blackdahlia,My mom said no one sent her Nigeria Independence post on whatsapp 😭,0,371,0
2022-10-02 01:11:24+00:00,1.57638E+18,https://twitter.com/infodigcomng/status/1576379287464443904,infodigcomng,Twitter Web App,Nigeria,"How we celebrated Nigeria’s Independence in 1960 –Entertainers
https://t.co/J3eS0q5xO4",0,2,0
2022-10-02 01:10:54+00:00,1.57638E+18,https://twitter.com/DoroHabibu/status/1576379162947858432,DoroHabibu,Twitter for Android,,"Happy independence day at 62 years old,,,,
      God bless Nigeria 🙋‍♀️🙋‍♀️🙋‍♀️ https://t.co/5NFxBpshm4",0,3,0
2022-10-02 01:10:29+00:00,1.57638E+18,https://twitter.com/bluegene00/status/1576379055024525312,bluegene00,Twitter for iPad,,"ナイジェリアはイギリスから独立して62年だそう。

 「Nigeria marks its 62nd Independence Day」 
https://t.co/JVbq92Lky9",0,366,0
2022-10-02 01:09:57+00:00,1.57638E+18,https://twitter.com/rayjsvocals/status/1576378921922490368,rayjsvocals,Twitter for iPhone,,It’s Nigeria’s Independence Day and I hear my African neighbors having a party… Might join them! https://t.co/PbglRbs3ef,0,60,0
2022-10-02 01:08:39+00:00,1.57638E+18,https://twitter.com/Sabbath_shalom/status/1576378596741955585,Sabbath_shalom,Twitter for iPhone,Igbo landing HT ,"A better Nigeria will be PO ssible . #4MillionMarch4PeterObi 

Finally happy Independence 💚🤍💚🤞",1,2915,0
2022-10-02 01:05:30+00:00,1.57638E+18,https://twitter.com/emmatodoh/status/1576377803347439617,emmatodoh,Twitter for Android,Nigeria,"@ChimarokeNamani #NG1st_ebeanoFAM 🍊
Happy Independence Day.
God bless Nigeria. https://t.co/RsUKz2LDkB",0,272,0
2022-10-02 01:05:23+00:00,1.57638E+18,https://twitter.com/Im_Hilaal/status/1576377773580464128,Im_Hilaal,Twitter for iPhone,"Kampala, Uganda",@ThemanShola is Nigeria ready for UGANDA’s independence????😎😎😎 @SheilahGashumba,0,2476,0
2022-10-02 01:05:10+00:00,1.57638E+18,https://twitter.com/OkoroFoundation/status/1576377718920601600,OkoroFoundation,Twitter for iPhone,Qatar,"Happy Independence Day Nigeria 🇳🇬.
.
.
Let us build a Nigeria, where love, Peace, Equality and Justice lives .
.
.
Let us be our brother’s keeper ❤️.
.
.
#nigeria #onelove #peace #love #unity #umaokorofoundation #happyindependenceday https://t.co/JsY1Qjm8wd",0,104,0
2022-10-02 01:05:08+00:00,1.57638E+18,https://twitter.com/Adebayo30087457/status/1576377708400955393,Adebayo30087457,Twitter for Android,,"@atiku Happy independence day, may this day mark the beginning of your success, we can wait to see you as our next president sir, Thanks one Nigeria one love show me one love sir,,,,,,,,,,,,,,,,,,,,, Olarewaju Adebayo abdulraheem 6140294012",0,21,0
2022-10-02 01:04:05+00:00,1.57638E+18,https://twitter.com/otwbad/status/1576377444981821440,otwbad,Twitter for iPhone,she/her • 20,after a day of celebrating nigeria’s independence… i have to return to my true roots and celebrate the anniversary of diamonds and pearls,0,909,0
2022-10-02 01:03:57+00:00,1.57638E+18,https://twitter.com/Mohamme78464725/status/1576377412392058880,Mohamme78464725,Twitter for iPhone,"Meduma, Ghana",Happy Independence Day Nigeria 🇳🇬 https://t.co/POpFndDZv7,0,353,0
2022-10-02 01:03:44+00:00,1.57638E+18,https://twitter.com/emmatodoh/status/1576377359971733506,emmatodoh,Twitter for Android,Nigeria,"@Real_Buchyo #NG1st_ebeanoFAM 🍊
Happy Independence Day.
God bless Nigeria. https://t.co/1Q3c1aSFIp",0,272,0
2022-10-02 01:03:33+00:00,1.57638E+18,https://twitter.com/WADHIofficial/status/1576377312764825600,WADHIofficial,Twitter for Android,"Abuja, Nigeria",Happy Independence Day Nigeria! https://t.co/wbGk9uzxME,1,48,0
2022-10-02 01:02:31+00:00,1.57638E+18,https://twitter.com/ExkozTerry/status/1576377053666238464,ExkozTerry,Twitter for Android,"Lagos, Nigeria","Nigeria observes Independence Day as a legal national holiday on the first of October. 
On October 1, 1960, Nigeria declared its independence from British authority.

Happy independence/birthday 🇳🇬 but I actually spent my independence day in lagos traffic 😑 
#LoveIsland
#kaduna https://t.co/B6VrDhUFlw",2,15,0
2022-10-02 01:01:18+00:00,1.57638E+18,https://twitter.com/BennySouzatalks/status/1576376743862358016,BennySouzatalks,Twitter for iPhone,,"NIGERIA is our own! It’s all we have! No matter the citizenship we later get through naturalization, we will always be referred to as “Nigerian born” ….. it’s important we continue to do everything within our capacity to make Nigeria great ! #NigeriaAt62 #NigeriaIndependence https://t.co/AnO6IqhFHg",2,1269,0
2022-10-02 01:00:48+00:00,1.57638E+18,https://twitter.com/osamor_jane/status/1576376618033025026,osamor_jane,Twitter for Android,,NIGERIA AT 62:  INDEPENDENCE DAY CELEBRATION GRAND -FINALE https://t.co/sEmQsZCZri,0,2,0
2022-10-02 01:00:42+00:00,1.57638E+18,https://twitter.com/KayabagaArielle/status/1576376595874426881,KayabagaArielle,Twitter for iPhone,London West,Today I joined the Nigerian Association of London (NALA) to celebrate 62 years of Independence to the people of #Nigeria. Thanks for the excellence you bring to our community and the fun afternoon. #Naija62 https://t.co/ns4Zn1FENg,47,15462,11
